Customer_ID,Customer_Name,Email,Age_Group,Location,Member_Since,Active_Status
382,Mary Jane,michael.clark@example.com,18-25,New York,2021-05-15,True
383,Emily Davis,james.bond@example.com,56+,Chicago,2021-11-14,True
384,John Doe,michael.clark@example.com,36-45,Seattle,2022-11-25,True
385,Michael Clark,sarah.connor@example.com,36-45,Seattle,2021-07-15,True
386,Sarah Connor,bruce.wayne@example.com,18-25,Miami,2021-06-08,True
387,Jane Smith,jane.smith@example.com,36-45,Seattle,2021-11-14,True
388,John Doe,clark.kent@example.com,56+,New York,2022-05-08,True
389,James Bond,clark.kent@example.com,36-45,Denver,2023-08-08,True
390,Mary Jane,michael.clark@example.com,56+,Austin,2022-01-23,True
391,John Doe,jane.smith@example.com,18-25,Miami,2021-04-24,True
392,Robert Brown,james.bond@example.com,36-45,Denver,2023-01-07,True
393,Emily Davis,clark.kent@example.com,18-25,San Francisco,2021-03-01,True
394,Michael Clark,robert.brown@example.com,46-55,San Francisco,2022-02-28,True
395,Clark Kent,emily.davis@example.com,56+,Dallas,2021-05-28,True
396,Jane Smith,james.bond@example.com,26-35,Denver,2022-10-15,True
397,Clark Kent,michael.clark@example.com,36-45,Chicago,2023-03-21,True
398,Clark Kent,robert.brown@example.com,18-25,Miami,2022-11-18,True
399,James Bond,james.bond@example.com,56+,New York,2022-05-25,True
400,Emily Davis,michael.clark@example.com,36-45,Chicago,2022-01-19,True
401,Mary Jane,jane.smith@example.com,46-55,Denver,2021-06-15,True
402,Sarah Connor,james.bond@example.com,18-25,Dallas,2022-02-27,True
403,Robert Brown,john.doe@example.com,46-55,Miami,2022-11-24,True
404,James Bond,bruce.wayne@example.com,18-25,Dallas,2022-05-25,True
405,Mary Jane,jane.smith@example.com,56+,Los Angeles,2022-08-07,True
406,Clark Kent,john.doe@example.com,18-25,Boston,2023-02-16,True
407,John Doe,michael.clark@example.com,18-25,Los Angeles,2021-04-12,True
408,Bruce Wayne,mary.jane@example.com,56+,Miami,2022-10-08,True
409,Sarah Connor,mary.jane@example.com,26-35,Austin,2023-04-24,True
410,John Doe,michael.clark@example.com,56+,Miami,2022-02-10,True
411,John Doe,robert.brown@example.com,36-45,Miami,2023-03-14,True
412,John Doe,robert.brown@example.com,56+,Seattle,2023-12-13,True
413,James Bond,john.doe@example.com,18-25,Dallas,2022-11-08,True
414,James Bond,michael.clark@example.com,56+,New York,2021-01-18,True
415,Bruce Wayne,mary.jane@example.com,18-25,Chicago,2023-02-06,True
416,John Doe,jane.smith@example.com,46-55,Seattle,2023-11-04,True
417,Michael Clark,bruce.wayne@example.com,18-25,Boston,2021-09-02,True
418,Michael Clark,emily.davis@example.com,46-55,Austin,2023-03-14,True
419,Robert Brown,jane.smith@example.com,56+,Miami,2022-05-07,True
420,Robert Brown,mary.jane@example.com,56+,San Francisco,2021-02-06,True
421,Mary Jane,james.bond@example.com,56+,Miami,2023-08-19,True
422,Michael Clark,james.bond@example.com,56+,Dallas,2022-10-20,True
423,Jane Smith,robert.brown@example.com,36-45,Dallas,2021-06-17,True
424,Clark Kent,emily.davis@example.com,26-35,Chicago,2021-09-12,True
425,Bruce Wayne,sarah.connor@example.com,26-35,New York,2023-09-18,True
426,James Bond,emily.davis@example.com,26-35,Austin,2023-08-28,True
427,Emily Davis,bruce.wayne@example.com,18-25,Seattle,2022-11-13,True
428,Mary Jane,sarah.connor@example.com,46-55,Los Angeles,2022-03-10,True
429,Mary Jane,clark.kent@example.com,46-55,Los Angeles,2023-12-26,True
430,Clark Kent,jane.smith@example.com,18-25,New York,2021-02-01,True
431,Emily Davis,robert.brown@example.com,18-25,San Francisco,2023-03-16,True
432,Sarah Connor,john.doe@example.com,18-25,New York,2022-03-12,True
433,James Bond,john.doe@example.com,56+,Austin,2021-11-09,True
434,Bruce Wayne,james.bond@example.com,46-55,Chicago,2022-08-19,True
435,Emily Davis,sarah.connor@example.com,36-45,Chicago,2022-04-21,True
436,Michael Clark,jane.smith@example.com,56+,Seattle,2022-05-16,True
437,Robert Brown,clark.kent@example.com,26-35,Seattle,2022-12-13,True
438,Mary Jane,clark.kent@example.com,18-25,Dallas,2021-01-03,True
439,James Bond,bruce.wayne@example.com,46-55,Boston,2021-10-25,True
440,Jane Smith,james.bond@example.com,46-55,Miami,2021-06-04,True
441,John Doe,bruce.wayne@example.com,56+,Boston,2021-12-14,True
442,Robert Brown,james.bond@example.com,56+,Boston,2021-10-05,True
443,Michael Clark,john.doe@example.com,18-25,Seattle,2022-03-23,True
444,Clark Kent,bruce.wayne@example.com,18-25,Dallas,2022-04-14,True
445,Robert Brown,michael.clark@example.com,18-25,Denver,2021-09-21,True
446,Robert Brown,mary.jane@example.com,26-35,Boston,2021-11-21,True
447,Sarah Connor,clark.kent@example.com,18-25,Seattle,2021-11-19,True
448,Robert Brown,sarah.connor@example.com,36-45,Chicago,2023-04-13,True
449,Bruce Wayne,sarah.connor@example.com,26-35,Miami,2022-11-12,True
450,Robert Brown,robert.brown@example.com,26-35,San Francisco,2022-04-08,True
451,Michael Clark,michael.clark@example.com,36-45,Seattle,2022-01-08,True
452,Mary Jane,emily.davis@example.com,46-55,Seattle,2023-03-17,True
453,James Bond,jane.smith@example.com,26-35,Miami,2023-11-01,True
454,Clark Kent,mary.jane@example.com,36-45,Seattle,2021-03-18,True
455,Jane Smith,james.bond@example.com,46-55,Los Angeles,2022-04-22,True
456,Sarah Connor,john.doe@example.com,36-45,Boston,2023-03-09,True
457,Bruce Wayne,emily.davis@example.com,46-55,Miami,2021-04-02,True
458,Bruce Wayne,emily.davis@example.com,26-35,Chicago,2022-05-17,True
459,Emily Davis,john.doe@example.com,46-55,Austin,2022-03-16,True
460,Bruce Wayne,sarah.connor@example.com,56+,Los Angeles,2022-09-02,True
461,Jane Smith,bruce.wayne@example.com,18-25,Dallas,2022-05-04,True
462,Bruce Wayne,mary.jane@example.com,18-25,Chicago,2023-05-02,True
463,Robert Brown,robert.brown@example.com,18-25,Miami,2023-05-12,True
464,Jane Smith,clark.kent@example.com,18-25,New York,2021-09-01,True
465,Mary Jane,mary.jane@example.com,26-35,Seattle,2022-11-28,True
466,Jane Smith,michael.clark@example.com,46-55,Austin,2021-09-07,True
467,Michael Clark,robert.brown@example.com,26-35,Austin,2021-05-24,True
468,Robert Brown,robert.brown@example.com,46-55,Dallas,2021-12-24,True
469,Bruce Wayne,john.doe@example.com,26-35,San Francisco,2021-05-28,True
470,John Doe,clark.kent@example.com,18-25,New York,2023-05-01,True
471,Clark Kent,sarah.connor@example.com,18-25,New York,2021-07-28,True
472,Mary Jane,james.bond@example.com,26-35,Denver,2023-08-22,True
473,Bruce Wayne,clark.kent@example.com,18-25,Austin,2023-12-22,True
474,Jane Smith,john.doe@example.com,46-55,Denver,2021-01-22,True
475,Mary Jane,james.bond@example.com,46-55,Austin,2023-08-24,True
476,Clark Kent,emily.davis@example.com,18-25,New York,2021-02-02,True
477,Robert Brown,robert.brown@example.com,56+,Austin,2022-02-21,True
478,Jane Smith,clark.kent@example.com,18-25,Dallas,2021-09-25,True
479,Mary Jane,jane.smith@example.com,36-45,Miami,2021-09-02,True
480,Mary Jane,michael.clark@example.com,36-45,San Francisco,2022-02-03,True
481,Emily Davis,james.bond@example.com,18-25,Miami,2022-03-06,True
482,Clark Kent,james.bond@example.com,18-25,Denver,2022-09-20,True
483,Michael Clark,emily.davis@example.com,56+,Los Angeles,2022-10-17,True
484,Michael Clark,jane.smith@example.com,46-55,Denver,2021-02-25,True
485,Robert Brown,james.bond@example.com,26-35,Boston,2022-12-06,True
486,Mary Jane,clark.kent@example.com,18-25,Boston,2023-10-26,True
487,John Doe,clark.kent@example.com,18-25,Los Angeles,2022-03-28,True
488,Emily Davis,mary.jane@example.com,46-55,New York,2022-09-20,True
489,Mary Jane,bruce.wayne@example.com,26-35,Boston,2023-06-25,True
490,Clark Kent,emily.davis@example.com,18-25,Denver,2023-01-02,True
491,Emily Davis,sarah.connor@example.com,46-55,Los Angeles,2023-09-10,True
492,Michael Clark,robert.brown@example.com,36-45,Chicago,2022-10-22,True
493,James Bond,emily.davis@example.com,56+,Los Angeles,2023-01-12,True
494,Sarah Connor,john.doe@example.com,56+,New York,2023-02-15,True
495,Mary Jane,mary.jane@example.com,26-35,Austin,2023-11-12,True
496,Michael Clark,michael.clark@example.com,46-55,Los Angeles,2021-06-02,True
497,Jane Smith,sarah.connor@example.com,26-35,Chicago,2022-02-15,True
498,Emily Davis,michael.clark@example.com,56+,Dallas,2022-06-14,True
499,Michael Clark,michael.clark@example.com,56+,San Francisco,2021-02-19,True
500,Bruce Wayne,bruce.wayne@example.com,56+,Los Angeles,2021-06-02,True
501,James Bond,sarah.connor@example.com,36-45,Seattle,2021-08-28,True
502,John Doe,bruce.wayne@example.com,26-35,Miami,2021-03-28,True
503,Clark Kent,jane.smith@example.com,46-55,Austin,2021-01-01,True
504,Clark Kent,michael.clark@example.com,36-45,Denver,2023-04-25,True
505,Mary Jane,robert.brown@example.com,26-35,Seattle,2023-07-05,True
506,Clark Kent,clark.kent@example.com,36-45,San Francisco,2023-01-08,True
507,Jane Smith,michael.clark@example.com,18-25,Dallas,2022-08-03,True
508,Sarah Connor,clark.kent@example.com,56+,San Francisco,2023-06-07,True
509,Jane Smith,james.bond@example.com,18-25,Boston,2023-08-14,True
510,John Doe,mary.jane@example.com,46-55,Los Angeles,2021-01-26,True
511,James Bond,clark.kent@example.com,56+,Dallas,2023-07-10,True
512,Mary Jane,jane.smith@example.com,26-35,San Francisco,2023-10-06,True
513,Clark Kent,john.doe@example.com,56+,New York,2022-12-24,True
514,Sarah Connor,clark.kent@example.com,46-55,Miami,2022-06-14,True
515,Mary Jane,michael.clark@example.com,26-35,Austin,2023-06-24,True
516,Jane Smith,jane.smith@example.com,56+,Chicago,2022-05-27,True
517,James Bond,emily.davis@example.com,56+,Boston,2021-03-03,True
518,Emily Davis,john.doe@example.com,36-45,Boston,2021-03-08,True
519,Emily Davis,emily.davis@example.com,46-55,Miami,2021-04-17,True
520,Mary Jane,john.doe@example.com,56+,Boston,2023-04-11,True
521,Jane Smith,mary.jane@example.com,26-35,Miami,2021-01-20,True
522,Bruce Wayne,sarah.connor@example.com,26-35,Dallas,2023-12-12,True
523,Robert Brown,john.doe@example.com,46-55,Boston,2021-03-04,True
524,Michael Clark,mary.jane@example.com,36-45,Denver,2022-11-05,True
525,Emily Davis,michael.clark@example.com,56+,Austin,2021-05-08,True
526,Robert Brown,john.doe@example.com,26-35,San Francisco,2022-11-14,True
527,Michael Clark,sarah.connor@example.com,18-25,Los Angeles,2021-06-23,True
528,Mary Jane,bruce.wayne@example.com,36-45,Chicago,2023-11-12,True
529,Jane Smith,emily.davis@example.com,18-25,Dallas,2022-06-28,True
530,Bruce Wayne,jane.smith@example.com,46-55,Boston,2023-10-18,True
531,Michael Clark,sarah.connor@example.com,36-45,San Francisco,2022-01-15,True
532,Michael Clark,bruce.wayne@example.com,26-35,New York,2022-05-24,True
533,Mary Jane,james.bond@example.com,56+,San Francisco,2022-01-22,True
534,Sarah Connor,emily.davis@example.com,26-35,San Francisco,2023-12-16,True
535,Mary Jane,mary.jane@example.com,56+,Austin,2023-01-15,True
536,Michael Clark,clark.kent@example.com,18-25,Los Angeles,2022-04-13,True
537,Sarah Connor,robert.brown@example.com,46-55,New York,2022-09-02,True
538,Michael Clark,jane.smith@example.com,18-25,Chicago,2023-07-16,True
539,Sarah Connor,clark.kent@example.com,56+,Seattle,2023-06-16,True
540,John Doe,robert.brown@example.com,56+,San Francisco,2021-11-22,True
541,John Doe,jane.smith@example.com,46-55,Denver,2023-03-24,True
542,Emily Davis,emily.davis@example.com,18-25,Chicago,2022-07-09,True
543,Jane Smith,sarah.connor@example.com,26-35,Denver,2022-11-19,True
544,Sarah Connor,mary.jane@example.com,36-45,New York,2022-02-03,True
545,James Bond,sarah.connor@example.com,26-35,Denver,2023-02-09,True
546,John Doe,michael.clark@example.com,26-35,Miami,2023-07-23,True
547,Michael Clark,bruce.wayne@example.com,56+,Denver,2023-11-16,True
548,Jane Smith,clark.kent@example.com,26-35,Boston,2023-01-06,True
549,John Doe,james.bond@example.com,36-45,San Francisco,2023-10-16,True
550,Bruce Wayne,john.doe@example.com,18-25,Denver,2021-06-22,True
551,Michael Clark,sarah.connor@example.com,18-25,Austin,2021-09-05,True
552,James Bond,mary.jane@example.com,46-55,San Francisco,2022-01-17,True
553,Sarah Connor,robert.brown@example.com,26-35,Los Angeles,2023-05-03,True
554,Robert Brown,mary.jane@example.com,46-55,Seattle,2023-12-13,True
555,Jane Smith,emily.davis@example.com,18-25,Chicago,2023-06-18,True
556,James Bond,jane.smith@example.com,26-35,New York,2023-06-17,True
557,Emily Davis,sarah.connor@example.com,18-25,New York,2023-07-19,True
558,Sarah Connor,sarah.connor@example.com,18-25,Chicago,2021-06-13,True
559,Clark Kent,jane.smith@example.com,26-35,Denver,2021-12-21,True
560,Jane Smith,sarah.connor@example.com,26-35,Miami,2023-08-04,True
561,Bruce Wayne,clark.kent@example.com,18-25,Dallas,2021-02-21,True
562,James Bond,robert.brown@example.com,46-55,Dallas,2022-07-25,True
563,Michael Clark,emily.davis@example.com,26-35,Chicago,2022-02-24,True
564,Emily Davis,sarah.connor@example.com,36-45,Denver,2021-02-11,True
565,Robert Brown,james.bond@example.com,56+,Los Angeles,2022-09-25,True
566,Sarah Connor,sarah.connor@example.com,46-55,Seattle,2021-01-20,True
567,James Bond,michael.clark@example.com,36-45,Chicago,2021-09-18,True
568,Mary Jane,mary.jane@example.com,18-25,Los Angeles,2022-06-22,True
569,Clark Kent,clark.kent@example.com,18-25,Austin,2023-11-02,True
570,James Bond,jane.smith@example.com,36-45,Austin,2021-11-14,True
571,Clark Kent,michael.clark@example.com,56+,Dallas,2023-07-09,True
572,Michael Clark,john.doe@example.com,46-55,San Francisco,2022-08-22,True
573,Emily Davis,john.doe@example.com,18-25,Chicago,2023-01-10,True
574,Mary Jane,bruce.wayne@example.com,56+,Austin,2021-06-21,True
575,John Doe,james.bond@example.com,56+,Boston,2023-07-15,True
576,Emily Davis,mary.jane@example.com,56+,Austin,2021-12-08,True
577,Sarah Connor,bruce.wayne@example.com,26-35,Denver,2022-03-13,True
578,Robert Brown,sarah.connor@example.com,46-55,San Francisco,2023-08-14,True
579,Bruce Wayne,bruce.wayne@example.com,26-35,Boston,2022-10-02,True
580,James Bond,john.doe@example.com,18-25,Boston,2021-10-08,True
581,Mary Jane,michael.clark@example.com,26-35,San Francisco,2022-04-10,True
582,Clark Kent,john.doe@example.com,18-25,San Francisco,2021-05-11,True
583,Robert Brown,mary.jane@example.com,18-25,Miami,2022-07-05,True
584,Robert Brown,michael.clark@example.com,46-55,San Francisco,2021-12-15,True
585,Mary Jane,sarah.connor@example.com,56+,Dallas,2023-02-16,True
586,Sarah Connor,emily.davis@example.com,56+,Dallas,2021-07-02,True
587,James Bond,emily.davis@example.com,36-45,Seattle,2021-11-01,True
588,Clark Kent,clark.kent@example.com,36-45,Boston,2021-07-23,True
589,Mary Jane,clark.kent@example.com,18-25,Austin,2021-02-10,True
590,Jane Smith,sarah.connor@example.com,36-45,Dallas,2023-05-22,True
591,Bruce Wayne,mary.jane@example.com,18-25,San Francisco,2023-08-07,True
592,Jane Smith,john.doe@example.com,46-55,Denver,2023-03-02,True
593,James Bond,jane.smith@example.com,18-25,Seattle,2023-06-04,True
594,Sarah Connor,mary.jane@example.com,46-55,Austin,2023-10-14,True
595,Jane Smith,mary.jane@example.com,26-35,San Francisco,2021-02-24,True
596,John Doe,robert.brown@example.com,18-25,Seattle,2022-12-14,True
597,Michael Clark,emily.davis@example.com,26-35,Austin,2021-04-08,True
598,Bruce Wayne,clark.kent@example.com,26-35,San Francisco,2022-10-05,True
599,John Doe,robert.brown@example.com,18-25,New York,2021-12-19,True
600,Emily Davis,mary.jane@example.com,26-35,Denver,2021-07-28,True
601,Bruce Wayne,bruce.wayne@example.com,18-25,San Francisco,2021-02-19,True
602,Clark Kent,sarah.connor@example.com,56+,Chicago,2023-09-01,True
603,Clark Kent,robert.brown@example.com,26-35,New York,2022-10-22,True
604,Mary Jane,emily.davis@example.com,26-35,Seattle,2022-12-25,True
605,Jane Smith,mary.jane@example.com,46-55,Chicago,2022-02-25,True
606,Sarah Connor,jane.smith@example.com,36-45,Miami,2021-09-07,True
607,Jane Smith,james.bond@example.com,46-55,Denver,2023-08-11,True
608,Jane Smith,clark.kent@example.com,46-55,Dallas,2023-10-09,True
609,Mary Jane,clark.kent@example.com,26-35,Miami,2021-05-04,True
610,James Bond,james.bond@example.com,46-55,Boston,2022-01-05,True
611,Clark Kent,emily.davis@example.com,18-25,Boston,2022-12-06,True
612,Michael Clark,michael.clark@example.com,36-45,Seattle,2022-06-01,True
613,James Bond,emily.davis@example.com,18-25,Los Angeles,2022-02-08,True
614,Emily Davis,sarah.connor@example.com,46-55,New York,2023-03-18,True
615,Mary Jane,jane.smith@example.com,46-55,Denver,2021-08-14,True
616,Clark Kent,clark.kent@example.com,56+,New York,2023-03-13,True
617,Michael Clark,emily.davis@example.com,56+,Dallas,2023-06-18,True
618,John Doe,bruce.wayne@example.com,36-45,Denver,2022-03-26,True
619,Emily Davis,james.bond@example.com,18-25,Miami,2021-11-24,True
620,James Bond,robert.brown@example.com,46-55,New York,2022-07-08,True
621,Sarah Connor,clark.kent@example.com,18-25,Seattle,2022-01-05,True
622,Sarah Connor,robert.brown@example.com,46-55,Seattle,2021-07-27,True
623,Bruce Wayne,michael.clark@example.com,36-45,New York,2023-12-13,True
624,Sarah Connor,john.doe@example.com,56+,Boston,2023-02-07,True
625,Jane Smith,jane.smith@example.com,56+,Dallas,2023-05-22,True
626,James Bond,robert.brown@example.com,46-55,Austin,2021-04-06,True
627,John Doe,james.bond@example.com,18-25,Boston,2021-09-12,True
628,John Doe,emily.davis@example.com,46-55,Seattle,2021-11-09,True
629,Michael Clark,john.doe@example.com,56+,San Francisco,2021-11-07,True
630,Clark Kent,emily.davis@example.com,56+,Miami,2022-01-12,True
631,Clark Kent,emily.davis@example.com,18-25,Austin,2023-03-17,True
632,Clark Kent,sarah.connor@example.com,46-55,San Francisco,2022-07-17,True
633,John Doe,sarah.connor@example.com,36-45,Dallas,2023-08-13,True
634,Sarah Connor,robert.brown@example.com,56+,Dallas,2022-03-28,True
635,Emily Davis,john.doe@example.com,26-35,New York,2021-07-08,True
636,Mary Jane,robert.brown@example.com,46-55,Austin,2021-05-25,True
637,Bruce Wayne,clark.kent@example.com,18-25,Chicago,2021-03-09,True
638,Michael Clark,bruce.wayne@example.com,18-25,Austin,2023-11-20,True
639,Jane Smith,james.bond@example.com,56+,Chicago,2021-05-28,True
640,Mary Jane,michael.clark@example.com,36-45,San Francisco,2022-04-01,True
641,Clark Kent,michael.clark@example.com,18-25,Denver,2021-02-19,True
642,Mary Jane,mary.jane@example.com,26-35,Dallas,2023-02-17,True
643,James Bond,michael.clark@example.com,36-45,Los Angeles,2023-01-07,True
644,James Bond,sarah.connor@example.com,36-45,Boston,2022-01-03,True
645,Mary Jane,john.doe@example.com,56+,Seattle,2021-05-14,True
646,James Bond,robert.brown@example.com,46-55,San Francisco,2021-06-25,True
647,Emily Davis,jane.smith@example.com,36-45,Boston,2023-06-04,True
648,Clark Kent,michael.clark@example.com,46-55,Chicago,2022-10-07,True
649,Robert Brown,jane.smith@example.com,18-25,Chicago,2022-04-26,True
650,John Doe,john.doe@example.com,36-45,Austin,2023-11-27,True
651,Bruce Wayne,mary.jane@example.com,26-35,San Francisco,2023-05-08,True
652,Emily Davis,sarah.connor@example.com,18-25,Miami,2021-11-13,True
653,Sarah Connor,clark.kent@example.com,56+,Austin,2022-04-11,True
654,James Bond,mary.jane@example.com,36-45,Chicago,2022-12-23,True
655,Emily Davis,bruce.wayne@example.com,56+,New York,2022-05-25,True
656,Robert Brown,robert.brown@example.com,56+,Miami,2023-09-28,True
657,Robert Brown,jane.smith@example.com,56+,Boston,2022-08-24,True
658,Emily Davis,clark.kent@example.com,36-45,Austin,2021-11-01,True
659,Robert Brown,michael.clark@example.com,26-35,Miami,2023-06-25,True
660,Sarah Connor,michael.clark@example.com,18-25,Chicago,2022-10-05,True
661,Clark Kent,clark.kent@example.com,46-55,Miami,2021-01-16,True
662,Emily Davis,bruce.wayne@example.com,56+,Los Angeles,2021-09-15,True
663,James Bond,bruce.wayne@example.com,36-45,Austin,2021-12-04,True
664,Clark Kent,sarah.connor@example.com,56+,Dallas,2022-05-26,True
665,Jane Smith,james.bond@example.com,56+,Boston,2023-03-11,True
666,Emily Davis,jane.smith@example.com,18-25,Seattle,2023-03-06,True
667,Robert Brown,jane.smith@example.com,26-35,San Francisco,2021-04-28,True
668,Robert Brown,john.doe@example.com,26-35,Los Angeles,2022-09-26,True
669,Mary Jane,mary.jane@example.com,18-25,Denver,2021-08-17,True
670,Emily Davis,michael.clark@example.com,56+,New York,2023-08-15,True
671,Clark Kent,emily.davis@example.com,46-55,Seattle,2021-09-27,True
672,Mary Jane,jane.smith@example.com,56+,Seattle,2021-05-22,True
673,James Bond,bruce.wayne@example.com,46-55,New York,2021-12-20,True
674,Sarah Connor,robert.brown@example.com,56+,Los Angeles,2023-02-08,True
675,Emily Davis,bruce.wayne@example.com,18-25,Seattle,2022-10-15,True
676,Jane Smith,michael.clark@example.com,26-35,Los Angeles,2022-08-20,True
677,Jane Smith,jane.smith@example.com,56+,Miami,2021-11-25,True
678,Clark Kent,jane.smith@example.com,36-45,Boston,2023-01-18,True
679,John Doe,clark.kent@example.com,18-25,Boston,2023-06-13,True
680,Robert Brown,james.bond@example.com,26-35,Boston,2021-09-24,True
681,Michael Clark,robert.brown@example.com,46-55,Los Angeles,2021-04-13,True
682,Jane Smith,james.bond@example.com,18-25,Dallas,2021-03-10,True
683,John Doe,john.doe@example.com,36-45,Austin,2023-06-18,True
684,Jane Smith,bruce.wayne@example.com,36-45,Dallas,2021-10-16,True
685,James Bond,john.doe@example.com,18-25,Boston,2021-07-26,True
686,Bruce Wayne,sarah.connor@example.com,46-55,Los Angeles,2021-02-21,True
687,Mary Jane,emily.davis@example.com,56+,Denver,2023-10-23,True
688,John Doe,robert.brown@example.com,36-45,Dallas,2021-06-17,True
689,Jane Smith,clark.kent@example.com,26-35,Denver,2021-02-04,True
690,John Doe,michael.clark@example.com,26-35,Dallas,2021-11-01,True
691,Mary Jane,emily.davis@example.com,56+,Miami,2022-01-10,True
692,Sarah Connor,john.doe@example.com,18-25,New York,2022-10-23,True
693,James Bond,robert.brown@example.com,18-25,San Francisco,2023-10-07,True
694,Michael Clark,bruce.wayne@example.com,18-25,Los Angeles,2023-04-01,True
695,Clark Kent,mary.jane@example.com,18-25,Dallas,2023-08-04,True
696,John Doe,sarah.connor@example.com,26-35,Austin,2023-10-17,True
697,James Bond,robert.brown@example.com,46-55,Seattle,2022-02-11,True
698,John Doe,mary.jane@example.com,56+,Dallas,2021-01-06,True
699,James Bond,jane.smith@example.com,26-35,Los Angeles,2023-05-22,True
700,Bruce Wayne,mary.jane@example.com,46-55,Austin,2022-11-27,True
701,Michael Clark,jane.smith@example.com,46-55,New York,2023-10-21,True
702,James Bond,sarah.connor@example.com,18-25,Dallas,2021-09-26,True
703,Emily Davis,robert.brown@example.com,26-35,San Francisco,2022-04-20,True
704,Robert Brown,mary.jane@example.com,36-45,Denver,2023-08-17,True
705,Mary Jane,michael.clark@example.com,46-55,Dallas,2023-08-10,True
706,Emily Davis,michael.clark@example.com,46-55,Los Angeles,2023-09-02,True
707,Bruce Wayne,bruce.wayne@example.com,46-55,Denver,2021-01-20,True
708,James Bond,james.bond@example.com,56+,Miami,2022-01-11,True
709,Bruce Wayne,robert.brown@example.com,46-55,Seattle,2021-10-09,True
710,Bruce Wayne,michael.clark@example.com,18-25,San Francisco,2022-06-24,True
711,Emily Davis,emily.davis@example.com,36-45,Miami,2023-07-23,True
712,John Doe,bruce.wayne@example.com,36-45,Seattle,2023-10-16,True
713,Sarah Connor,james.bond@example.com,26-35,Austin,2023-02-08,True
714,Robert Brown,clark.kent@example.com,36-45,Miami,2022-01-17,True
715,James Bond,mary.jane@example.com,18-25,Denver,2021-06-01,True
716,Robert Brown,jane.smith@example.com,18-25,Boston,2021-11-12,True
717,Emily Davis,jane.smith@example.com,56+,Boston,2022-03-15,True
718,John Doe,bruce.wayne@example.com,46-55,Los Angeles,2023-06-02,True
719,James Bond,john.doe@example.com,36-45,Dallas,2023-04-09,True
720,Robert Brown,clark.kent@example.com,36-45,Denver,2022-01-04,True
721,Michael Clark,jane.smith@example.com,46-55,Seattle,2021-05-04,True
722,Robert Brown,robert.brown@example.com,36-45,Austin,2023-07-24,True
723,James Bond,robert.brown@example.com,18-25,Chicago,2023-11-15,True
724,Robert Brown,john.doe@example.com,36-45,Austin,2021-08-19,True
725,Emily Davis,jane.smith@example.com,56+,San Francisco,2022-11-23,True
726,Michael Clark,emily.davis@example.com,46-55,Denver,2023-03-20,True
727,Mary Jane,sarah.connor@example.com,36-45,Dallas,2022-06-21,True
728,Robert Brown,clark.kent@example.com,26-35,Seattle,2021-06-24,True
729,Bruce Wayne,bruce.wayne@example.com,18-25,Miami,2021-02-08,True
730,Mary Jane,robert.brown@example.com,46-55,Los Angeles,2023-02-27,True
731,Robert Brown,jane.smith@example.com,26-35,Miami,2023-08-21,True
732,Bruce Wayne,mary.jane@example.com,36-45,Chicago,2021-11-28,True
733,Robert Brown,sarah.connor@example.com,46-55,Los Angeles,2022-10-10,True
734,Michael Clark,robert.brown@example.com,18-25,Denver,2022-08-23,True
735,James Bond,sarah.connor@example.com,36-45,New York,2022-02-20,True
736,Bruce Wayne,jane.smith@example.com,56+,Chicago,2022-09-24,True
737,Sarah Connor,sarah.connor@example.com,26-35,Miami,2023-09-02,True
738,Bruce Wayne,clark.kent@example.com,46-55,Austin,2022-02-09,True
739,Bruce Wayne,james.bond@example.com,56+,New York,2022-10-13,True
740,Jane Smith,james.bond@example.com,18-25,Dallas,2022-11-14,True
741,John Doe,clark.kent@example.com,56+,New York,2022-10-14,True
742,Michael Clark,robert.brown@example.com,36-45,Dallas,2023-09-28,True
743,Mary Jane,james.bond@example.com,18-25,Dallas,2023-05-18,True
744,Emily Davis,clark.kent@example.com,56+,Boston,2022-03-22,True
745,James Bond,jane.smith@example.com,26-35,Denver,2023-02-06,True
746,Bruce Wayne,sarah.connor@example.com,46-55,Miami,2021-01-05,True
747,Clark Kent,james.bond@example.com,46-55,San Francisco,2023-04-12,True
748,Emily Davis,mary.jane@example.com,26-35,Austin,2022-08-13,True
749,Robert Brown,james.bond@example.com,26-35,Miami,2021-10-26,True
750,Michael Clark,john.doe@example.com,46-55,Los Angeles,2021-02-20,True
751,James Bond,clark.kent@example.com,26-35,Denver,2023-05-23,True
752,Michael Clark,robert.brown@example.com,26-35,San Francisco,2022-03-01,True
753,Clark Kent,robert.brown@example.com,18-25,New York,2021-04-06,True
754,Michael Clark,john.doe@example.com,46-55,Dallas,2022-05-27,True
755,Clark Kent,emily.davis@example.com,46-55,Miami,2022-07-19,True
756,Emily Davis,john.doe@example.com,36-45,Seattle,2021-12-24,True
757,Jane Smith,emily.davis@example.com,46-55,San Francisco,2023-12-03,True
758,Robert Brown,james.bond@example.com,56+,Seattle,2021-05-23,True
759,Jane Smith,bruce.wayne@example.com,36-45,Denver,2023-06-26,True
760,Jane Smith,james.bond@example.com,46-55,Denver,2023-11-25,True
761,Robert Brown,john.doe@example.com,46-55,Denver,2023-12-07,True
762,Robert Brown,bruce.wayne@example.com,18-25,Boston,2023-04-16,True
763,James Bond,clark.kent@example.com,18-25,Denver,2021-11-07,True
764,Michael Clark,sarah.connor@example.com,46-55,Chicago,2022-01-26,True
